	ndop
7557	1732.0
7558	1852.0
7559	1859.0
7560	1847.0
7561	
7562	1831.0
7563	1877.0
7564	1818.0
7565	1887.0
7566	
7567	1863.0
7568	1862.0
7569	1840.0
7570	1678.0
7571	1897.0
7572	1876.0
7573	1884.0
7574	
7575	1859.0
7576	1882.0
7577	1884.0
7578	1823.0
7579	1876.0
7580	1876.0
7581	1889.0
7582	1857.0
7583	1894.0
7584	1861.0
7585	1863.0
7586	1893.0
7587	1841.0
7588	1896.0
7589	1837.0
7590	
7591	1851.0
7592	1870.0
7593	1825.0
7594	1845.0
7595	1863.0
7596	1885.0
7597	1856.0
7598	1896.0
7599	1859.0
7600	1807.0
7601	1835.0
7602	1847.0
7603	
7604	
7605	1870.0
7606	1888.0
7607	1895.0
7608	1865.0
7609	1853.0
7610	1884.0
7611	1850.0
7612	1858.0
7613	1872.0
7614	1832.0
7615	1893.0
7616	1853.0
7617	1882.0
7618	1879.0
7619	1898.0
7620	1854.0
7621	1854.0
7622	1879.0
7623	1851.0
7624	1893.0
7625	1860.0
7626	1867.0
7627	1879.0
7628	1875.0
7629	1875.0
7630	1799.0
7631	1868.0
7632	1899.0
7633	1724.0
7634	1853.0
7635	1867.0
7636	1809.0
7637	
7638	1890.0
7639	1885.0
7640	1880.0
7641	1899.0
7642	1822.0
7643	
7644	1893.0
7645	1897.0
7646	1858.0
7647	1883.0
7648	
7649	1884.0
7650	1826.0
7651	1825.0
7652	1870.0
7653	1892.0
7654	1781.0
7655	1826.0
7656	1842.0
7657	1824.0
7658	1896.0
7659	1871.0
7660	1781.0
7661	1888.0
7662	1894.0
7663	1878.0
7664	
7665	1885.0
7666	1899.0
7667	1899.0
7668	1878.0
7669	1896.0
7670	
7671	1876.0
7672	
7673	1820.0
7674	1866.0
7675	1872.0
7676	1777.0
7677	1880.0
7678	1894.0
7679	1844.0
7680	1844.0
7681	1845.0
7682	1845.0
7683	1846.0
7684	1847.0
7685	1846.0
7686	1845.0
7687	1872.0
7688	1879.0
7689	1874.0
7690	1821.0
7691	1822.0
7692	
7693	
7694	1888.0
7695	1842.0
7696	1842.0
7697	1864.0
7698	1862.0
7699	1863.0
7700	1890.0
7701	1878.0
7702	1886.0
7703	1862.0
7704	1839.0
7705	1854.0
7706	1846.0
7707	1886.0
7708	1874.0
7709	1832.0
7710	1887.0
7711	1888.0
7712	1888.0
7713	1888.0
7714	1891.0
7715	1853.0
7716	1829.0
7717	
7718	1819.0
7719	1805.0
7720	
7721	1899.0
7722	1857.0
7723	1894.0
7724	1892.0
7725	
7726	1841.0
7727	1878.0
7728	1818.0
7729	1863.0
7730	1890.0
7731	1855.0
7732	
7733	1843.0
7734	1701.0
7735	1874.0
7736	1842.0
7737	1696.0
7738	1849.0
7739	1814.0
7740	1895.0
7741	1862.0
7742	
7743	1897.0
7744	1869.0
7745	1885.0
7746	1879.0
7747	1804.0
7748	1883.0
7749	
7750	1862.0
7751	1804.0
7752	
7753	1827.0
7754	1738.0
7755	1744.0
7756	1766.0
7757	1899.0
7758	1891.0
7759	1861.0
7760	1870.0
7761	1840.0
7762	
7763	
7764	1853.0
7765	1881.0
7766	1896.0
7767	1898.0
7768	1868.0
7769	1884.0
7770	1827.0
7771	1862.0
7772	1866.0
7773	1865.0
7774	1827.0
7775	
7776	1637.0
7777	1886.0
7778	1592.0
7779	1651.0
7780	1678.0
7781	1778.0
7782	1882.0
7783	1858.0
7784	1896.0
7785	1898.0
7786	1874.0
7787	1899.0
7788	1838.0
7789	1861.0
7790	1873.0
7791	1892.0
7792	1854.0
7793	1892.0
7794	1830.0
7795	1869.0
7796	1859.0
7797	1865.0
7798	
7799	1796.0
7800	1801.0
7801	1893.0
7802	1815.0
7803	1844.0
7804	1809.0
7805	1885.0
7806	1883.0
7807	1899.0
7808	1898.0
7809	1857.0
7810	
7811	1892.0
7812	1847.0
7813	1845.0
7814	1741.0
7815	1862.0
7816	1856.0
7817	1893.0
7818	1898.0
7819	1878.0
7820	1835.0
7821	1882.0
7822	1884.0
7823	
7824	1875.0
7825	1893.0
7826	1843.0
7827	
7828	1838.0
7829	1895.0
7830	1869.0
7831	1856.0
7832	1771.0
7833	1881.0
7834	1881.0
7835	1881.0
7836	1882.0
7837	1881.0
7838	1876.0
7839	1857.0
7840	
7841	
7842	1887.0
7843	1873.0
7844	1872.0
7845	1886.0
7846	
7847	1830.0
7848	1812.0
7849	1803.0
7850	1882.0
7851	1898.0
7852	1880.0
7853	1853.0
7854	1867.0
7855	
7856	
7857	1814.0
7858	1892.0
7859	1844.0
7860	1889.0
7861	
7862	
7863	
7864	
7865	1890.0
7866	1893.0
7867	1858.0
7868	1877.0
7869	1899.0
7870	1879.0
7871	1892.0
7872	1851.0
7873	1830.0
7874	
7875	1661.0
7876	1661.0
7877	1834.0
7878	1888.0
7879	1891.0
7880	1897.0
7881	1886.0
7882	1863.0
7883	1851.0
7884	1822.0
7885	1834.0
7886	1855.0
7887	1876.0
7888	1890.0
7889	1890.0
7890	1839.0
7891	1894.0
7892	1863.0
7893	1869.0
7894	1862.0
7895	1823.0
7896	1824.0
7897	1837.0
7898	1844.0
7899	1858.0
7900	1809.0
7901	1837.0
7902	1853.0
7903	1815.0
7904	1805.0
7905	1896.0
7906	1885.0
7907	1820.0
7908	
7909	1854.0
7910	1882.0
7911	1857.0
7912	1848.0
7913	1849.0
7914	1809.0
7915	1805.0
7916	1878.0
7917	1876.0
7918	1889.0
7919	1693.0
7920	1826.0
7921	
7922	1884.0
7923	1813.0
7924	1802.0
7925	1892.0
7926	1859.0
7927	1858.0
7928	
7929	1849.0
7930	1888.0
7931	1869.0
7932	1836.0
7933	1854.0
7934	
7935	1739.0
7936	1844.0
7937	1884.0
7938	1878.0
7939	
7940	1870.0
7941	1869.0
7942	1892.0
7943	1818.0
7944	1842.0
7945	1884.0
7946	1872.0
7947	1680.0
7948	1862.0
7949	1890.0
7950	1845.0
7951	1856.0
7952	1806.0
7953	1857.0
7954	1885.0
7955	1897.0
7956	1866.0
7957	1855.0
7958	1887.0
7959	1889.0
7960	1842.0
7961	1886.0
7962	1894.0
7963	1866.0
7964	
7965	1878.0
7966	1873.0
7967	1871.0
7968	1880.0
7969	1839.0
7970	1865.0
7971	1893.0
7972	1897.0
7973	1858.0
7974	1889.0
7975	1881.0
7976	1888.0
7977	1874.0
7978	1885.0
7979	1697.0
7980	1850.0
7981	1875.0
7982	1880.0
7983	1860.0
7984	1813.0
7985	1800.0
7986	1850.0
7987	1886.0
7988	1836.0
7989	1857.0
7990	1828.0
7991	
7992	1843.0
7993	1857.0
7994	
7995	1889.0
7996	1878.0
7997	1877.0
7998	1766.0
7999	1779.0
8000	1822.0
8001	1852.0
8002	1897.0
8003	1845.0
8004	1882.0
8005	1819.0
8006	1801.0
8007	
8008	1876.0
8009	1852.0
8010	
8011	1897.0
8012	1845.0
8013	1877.0
8014	1870.0
8015	1818.0
8016	1889.0
8017	1893.0
8018	1897.0
8019	1899.0
8020	
8021	1863.0
8022	1897.0
8023	1859.0
8024	1857.0
8025	1883.0
8026	1871.0
8027	1824.0
8028	1878.0
8029	1886.0
8030	1812.0
8031	1881.0
8032	1872.0
8033	1860.0
8034	1861.0
8035	1880.0
8036	1884.0
8037	
8038	
8039	1866.0
8040	1691.0
8041	1893.0
8042	1848.0
8043	1892.0
8044	1881.0
8045	1875.0
8046	1820.0
8047	1877.0
8048	
8049	1897.0
8050	1877.0
8051	
8052	1892.0
8053	
8054	1881.0
8055	1825.0
8056	1853.0
8057	1854.0
8058	1843.0
8059	1847.0
8060	1873.0
8061	1891.0
8062	1891.0
8063	1889.0
8064	1895.0
8065	1881.0
8066	1884.0
8067	1868.0
8068	1841.0
8069	1890.0
8070	1855.0
8071	1874.0
8072	1847.0
8073	1829.0
8074	1884.0
8075	1852.0
8076	1837.0
8077	1861.0
8078	1864.0
8079	1892.0
8080	1865.0
8081	
8082	1855.0
8083	1869.0
8084	
8085	1872.0
8086	1877.0
8087	1864.0
8088	1890.0
8089	1895.0
8090	1802.0
8091	1872.0
8092	1868.0
8093	1892.0
8094	1892.0
8095	1875.0
8096	1887.0
8097	
8098	1895.0
8099	
8100	1804.0
8101	1805.0
8102	1867.0
8103	1851.0
8104	1846.0
8105	1868.0
8106	1859.0
8107	1814.0
8108	1894.0
8109	
8110	1807.0
8111	1847.0
8112	1876.0
8113	1888.0
8114	1821.0
8115	
8116	1859.0
8117	1882.0
8118	1874.0
8119	1894.0
8120	1871.0
8121	1882.0
8122	1866.0
8123	1888.0
8124	1889.0
8125	1891.0
8126	
8127	1897.0
8128	1888.0
8129	1867.0
8130	1889.0
8131	1810.0
8132	1870.0
8133	1892.0
8134	1898.0
8135	1887.0
8136	1875.0
8137	1876.0
8138	1881.0
8139	1886.0
8140	1782.0
8141	1866.0
8142	1813.0
8143	1817.0
8144	1889.0
8145	
8146	1890.0
8147	1894.0
8148	
8149	
8150	1898.0
8151	
8152	1884.0
8153	1848.0
8154	1862.0
8155	
8156	1873.0
8157	1855.0
8158	1853.0
8159	1862.0
8160	1863.0
8161	1892.0
8162	1878.0
8163	1879.0
8164	1858.0
8165	1767.0
8166	
8167	1893.0
8168	
8169	1876.0
8170	1852.0
8171	1856.0
8172	1865.0
8173	1839.0
8174	1895.0
8175	1857.0
8176	1858.0
8177	1858.0
8178	1834.0
8179	1879.0
8180	1811.0
8181	1813.0
8182	1877.0
8183	1803.0
8184	1812.0
8185	1834.0
8186	1804.0
8187	1856.0
8188	1857.0
8189	1853.0
8190	1838.0
8191	
8192	
8193	1766.0
8194	
8195	
8196	1824.0
8197	1858.0
8198	1852.0
8199	1876.0
8200	1810.0
8201	1786.0
8202	1787.0
8203	1854.0
8204	1807.0
8205	1893.0
8206	1843.0
8207	
8208	1885.0
8209	1813.0
8210	1885.0
8211	
8212	1878.0
8213	1898.0
8214	1882.0
8215	1860.0
8216	1853.0
8217	1877.0
8218	1868.0
8219	1898.0
8220	1819.0
8221	1813.0
8222	1835.0
8223	
8224	1858.0
8225	
8226	1874.0
8227	
8228	1818.0
8229	1898.0
8230	1894.0
8231	1896.0
8232	1832.0
8233	1883.0
8234	1886.0
8235	1888.0
8236	1884.0
8237	1846.0
8238	1890.0
8239	1889.0
8240	1879.0
8241	1880.0
8242	
8243	1841.0
8244	1847.0
8245	
8246	1835.0
8247	1803.0
8248	1889.0
8249	1856.0
8250	1888.0
8251	1899.0
8252	1869.0
8253	1831.0
8254	1873.0
8255	1801.0
8256	
8257	
8258	1896.0
8259	
8260	
8261	1750.0
8262	1879.0
8263	
8264	1889.0
8265	
8266	1876.0
8267	
8268	
8269	1708.0
8270	
8271	1777.0
8272	
8273	1866.0
8274	1862.0
8275	1894.0
8276	1868.0
8277	1882.0
8278	1883.0
8279	1898.0
8280	1811.0
8281	1867.0
8282	1838.0
8283	1831.0
8284	
8285	1834.0
8286	1834.0
